,count,cat,subcat,subsubcat,combined_cats,combined_cats_lower,processed_comps,sentiment_scores,neg,neu,pos,compound
87,431,Department of Transportation,Street Condition,Defective Hardware,Department of Transportation Street Condition Defective Hardware,department of transportation street condition defective hardware,department transit transportation street condition defective hardware,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}",0.326,0.674,0.0,-0.4404
88,429,New York City Police Department,Noise - Commercial,Banging/Pounding,New York City Police Department Noise - Commercial Banging/Pounding,new york city police department noise - commercial banging/pounding,new york city police department noise commercial banging pounding,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
89,428,New York City Police Department,Noise - Residential,Loud Television,New York City Police Department Noise - Residential Loud Television,new york city police department noise - residential loud television,new york city police department noise residential loud television,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
90,424,Department of Buildings,Borough Office,Construction Enforcement Work Order (DOB),Department of Buildings Borough Office Construction Enforcement Work Order (DOB),department of buildings borough office construction enforcement work order (dob),department buildings borough office construction enforcement work order dob,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
91,420,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Department of Health and Mental Hygiene Rodent Condition Attracting Rodents,department of health and mental hygiene rodent condition attracting rodents,department health mental hygiene public health rodent rats pest control condition attracting public health rodent rats pest controls,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4767}",0.0,0.846,0.154,0.4767
92,418,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Taxi and Limousine Commission For Hire Vehicle Complaint Driver Complaint - Passenger,taxi and limousine commission for hire vehicle complaint driver complaint - passenger,taxi limousine commission hire vehicle complaint driver complaint passenger,"{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.5267}",0.386,0.614,0.0,-0.5267
93,401,Department of Environmental Protection,Noise,Noise: Alarms (NR3),Department of Environmental Protection Noise Noise: Alarms (NR3),department of environmental protection noise noise: alarms (nr3),department environmental protection noise noise alarms nr,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}",0.259,0.741,0.0,-0.2732
94,400,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,Department of Buildings Emergency Response Team (ERT) After Hours Work - Illegal,department of buildings emergency response team (ert) after hours work - illegal,department buildings emergency response team ert hours work illegal,"{'neg': 0.47, 'neu': 0.53, 'pos': 0.0, 'compound': -0.7351}",0.47,0.53,0.0,-0.7351
95,393,Department of Sanitation,Missed Collection (All Materials),1RG Missed Recycling Paper,Department of Sanitation Missed Collection (All Materials) 1RG Missed Recycling Paper,department of sanitation missed collection (all materials) 1rg missed recycling paper,department sanitation waste missed collection waste materials rg missed recycling paper,"{'neg': 0.588, 'neu': 0.412, 'pos': 0.0, 'compound': -0.8402}",0.588,0.412,0.0,-0.8402
96,387,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Department of Parks and Recreation Root/Sewer/Sidewalk Condition Trees and Sidewalks Program,department of parks and recreation root/sewer/sidewalk condition trees and sidewalks program,department parks parks recreation parks recreation root sewer sidewalk condition trees sidewalks program,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
97,387,Department of Health and Mental Hygiene,Non-Residential Heat,Inadequate or No Heat,Department of Health and Mental Hygiene Non-Residential Heat Inadequate or No Heat,department of health and mental hygiene non-residential heat inadequate or no heat,department health mental hygiene nonresidential heat inadequate heat,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
98,384,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Department of Health and Mental Hygiene Rodent Mouse Sighting,department of health and mental hygiene rodent mouse sighting,department health mental hygiene public health rodent rats pest control mouse sighting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
99,373,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),Department of Environmental Protection Noise Noise: air condition/ventilation equipment (NV1),department of environmental protection noise noise: air condition/ventilation equipment (nv1),department environmental protection noise noise air condition ventilation equipment nv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
100,372,Department of Sanitation,Dirty Conditions,E3A Dirty Area/Alleyway,Department of Sanitation Dirty Conditions E3A Dirty Area/Alleyway,department of sanitation dirty conditions e3a dirty area/alleyway,department sanitation waste dirty unsanitary conditions ea dirty unsanitary area alleyway,"{'neg': 0.518, 'neu': 0.482, 'pos': 0.0, 'compound': -0.8225}",0.518,0.482,0.0,-0.8225
101,363,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,Department of Housing Preservation and Development ELECTRIC LIGHTING,department of housing preservation and development electric lighting,department housing preservation development electric lighting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
102,359,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Department of Parks and Recreation Damaged Tree Branch or Limb Has Fallen Down,department of parks and recreation damaged tree branch or limb has fallen down,department parks parks recreation parks recreation damaged tree branch limb fallen,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.6597}",0.375,0.625,0.0,-0.6597
103,355,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),New York City Police Department Non-Emergency Police Matter Other (complaint details),new york city police department non-emergency police matter other (complaint details),new york city police department nonemergency police matter complaint details,"{'neg': 0.195, 'neu': 0.708, 'pos': 0.097, 'compound': -0.2732}",0.195,0.708,0.097,-0.2732
104,344,Department of Sanitation,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,Department of Sanitation Missed Collection (All Materials) 1RB Missed Recycling - M/G/Pl,department of sanitation missed collection (all materials) 1rb missed recycling - m/g/pl,department sanitation waste missed collection waste materials rb missed recycling g pl,"{'neg': 0.588, 'neu': 0.412, 'pos': 0.0, 'compound': -0.8402}",0.588,0.412,0.0,-0.8402
105,343,Land Records,DOF Property - Update Account,Billing Address Incorrect,Land Records DOF Property - Update Account Billing Address Incorrect,land records dof property - update account billing address incorrect,land records dof property building update account billing address incorrect,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
106,340,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,Department of Buildings General Construction/Plumbing Building Shaking/Vibrating/Structural Stability,department of buildings general construction/plumbing building shaking/vibrating/structural stability,department buildings general construction plumbing building shaking vibrating structural stability,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.1779}",0.159,0.841,0.0,-0.1779
107,327,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),Department of Environmental Protection Water Conservation Water Meter Broken/Leaking - Private Residence (CMR),department of environmental protection water conservation water meter broken/leaking - private residence (cmr),department environmental protection water constructionervation water meter broken leaking private residence cmr,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",0.22,0.78,0.0,-0.4767
108,325,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,Department of Buildings Boilers Boiler - Defective/Inoperative/No Permit,department of buildings boilers boiler - defective/inoperative/no permit,department buildings boilers boiler defective inoperative permit,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}",0.326,0.674,0.0,-0.4404
109,313,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,Department of Buildings General Construction/Plumbing Cons - Contrary/Beyond Approved Plans/Permits,department of buildings general construction/plumbing cons - contrary/beyond approved plans/permits,department buildings general construction plumbing construction contrary beyond approved plans permits,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",0.0,0.781,0.219,0.4215
110,313,Department of Transportation,Traffic Signal Condition,LED Lense,Department of Transportation Traffic Signal Condition LED Lense,department of transportation traffic signal condition led lense,department transit transportation traffic signal condition led lense,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
111,309,Department of Transportation,Street Condition,Blocked - Construction,Department of Transportation Street Condition Blocked - Construction,department of transportation street condition blocked - construction,department transit transportation street condition blocked construction,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}",0.259,0.741,0.0,-0.2732
112,306,Department of Sanitation,Snow,15I Street Condition Ice-Non Storm,Department of Sanitation Snow 15I Street Condition Ice-Non Storm,department of sanitation snow 15i street condition ice-non storm,department sanitation waste snow street condition icenon storm,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
113,303,Department of Transportation,Broken Parking Meter,Out of Order,Department of Transportation Broken Parking Meter Out of Order,department of transportation broken parking meter out of order,department transit transportation broken parking vehicles meter order,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",0.307,0.693,0.0,-0.4767
114,300,Department of Environmental Protection,Sewer,Street Flooding (SJ),Department of Environmental Protection Sewer Street Flooding (SJ),department of environmental protection sewer street flooding (sj),department environmental protection sewer street flooding sj,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
115,297,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,Department of Housing Preservation and Development SAFETY WINDOW GUARD BROKEN/MISSING,department of housing preservation and development safety window guard broken/missing,department housing preservation development safety window guard broken missing,"{'neg': 0.376, 'neu': 0.426, 'pos': 0.199, 'compound': -0.3612}",0.376,0.426,0.199,-0.3612
116,296,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,Department of Buildings Building/Use No Certificate Of Occupancy/Illegal/Contrary To CO,department of buildings building/use no certificate of occupancy/illegal/contrary to co,department buildings building use certificate occupancy illegal contrary co,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5574}",0.31,0.69,0.0,-0.5574
117,296,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,Department of Housing Preservation and Development DOOR/WINDOW DOOR FRAME,department of housing preservation and development door/window door frame,department housing preservation development door window door frame,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
